%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z
1779682694844093699,0.0,0.0,0.0,0.0,0.0,0.0
1779682695046401986,0.0,0.0,0.0,0.0,0.0,0.0
1779682695247834983,0.0,0.0,0.0,0.0,0.0,0.0
1779682695449072793,0.0,0.0,0.0,0.0,0.0,0.0
1779682695650327061,0.0,0.0,0.0,0.0,0.0,0.0
1779682695851346834,0.0,0.0,0.0,0.0,0.0,0.0
1779682696052869319,0.0,0.0,0.0,0.0,0.0,0.0
1779682696254487028,0.0,0.0,0.0,0.0,0.0,0.0
1779682706960411366,0.0,0.0,0.0,0.0,0.0,0.0
1779682706980290245,0.0,0.0,0.0,0.0,0.0,0.0
1779682712466294693,0.0,0.0,0.0,0.0,0.0,0.0
1779682712565354921,0.0,0.0,0.0,0.0,0.0,0.0
1779682712663414650,0.0,0.0,0.0,0.0,0.0,0.0
1779682712761732012,0.0,0.0,0.0,0.0,0.0,0.0
1779682712863941185,0.0,0.0,0.0,0.0,0.0,0.0
1779682712954838062,0.024595616543185705,0.0,0.0,0.0,0.0,-0.02332282440106659
1779682713054740501,0.024595616543185705,0.0,0.0,0.0,0.0,-0.023617600941240213
1779682713154792990,0.024394407353133186,0.0,0.0,0.0,0.0,-0.02150724202545995
1779682713255141103,0.023885696827227455,0.0,0.0,0.0,0.0,-0.016249103075587468
1779682713354885065,0.023574412754843305,0.0,0.0,0.0,0.0,-0.013823534823225403
1779682713454924238,0.02327069913701833,0.0,0.0,0.0,0.0,-0.011497138567677312
1779682713555500215,0.022966974090161758,0.0,0.0,0.0,0.0,-0.009877678330916129
1779682713655036891,0.022651860120080084,0.0,0.0,0.0,0.0,-0.007870636155592803
1779682713754766425,0.022222853575783668,0.0,0.0,0.0,0.0,-0.005838432832931839
1779682713855566180,0.021934312859103463,0.0,0.0,0.0,0.0,-0.005391071103915901
1779682713955363303,0.021660971585269587,0.0,0.0,0.0,0.0,-0.005370464517608253
1779682714055380792,0.02119019203522283,0.0,0.0,0.0,0.0,-0.0042315022303751615
1779682714155081112,0.02089786704559489,0.0,0.0,0.0,0.0,-0.003337259490609479
1779682714255056792,0.020643504328149997,0.0,0.0,0.0,0.0,-0.002603315639104653
1779682714355681776,0.020351176387233706,0.0,0.0,0.0,0.0,-0.0020451781297770033
1779682714455637626,0.020077821159301464,0.0,0.0,0.0,0.0,-0.0020868129991881146
1779682714557156170,0.01972474143809493,0.0,0.0,0.0,0.0,-0.002121628103219808
1779682714655129756,0.019470375222329327,0.0,0.0,0.0,0.0,-0.002106306396168711
1779682714755087134,0.019041369867400022,0.0,0.0,0.0,0.0,-0.0012330178046182638
1779682714855280153,0.01879839988158768,0.0,0.0,0.0,0.0,-0.0010858299020491957
1779682714955239028,0.01853643071819595,0.0,0.0,0.0,0.0,-0.0010288836731661144
1779682715055214298,0.01829345462509408,0.0,0.0,0.0,0.0,-0.0011488605080141046
1779682715155449221,0.018046682260199592,0.0,0.0,0.0,0.0,-0.0016852290644864265
1779682715264498696,0.0,0.0,0.0,0.0,0.0,0.0
1779682715354900206,0.0248935598895964,0.0,0.0,0.0,0.0,-0.08560826171453773
1779682715455260854,0.024669944556185465,0.0,0.0,0.0,0.0,-0.08610205316353636
1779682715555364861,0.024434936849071952,0.0,0.0,0.0,0.0,-0.08263489886374142
1779682715655149384,0.024131640725717645,0.0,0.0,0.0,0.0,-0.0742235810518953
1779682715755028773,0.023835826122830094,0.0,0.0,0.0,0.0,-0.065174908563438
1779682715855269378,0.02352095584064604,0.0,0.0,0.0,0.0,-0.0562207949735436
1779682715955344014,0.02308837481374794,0.0,0.0,0.0,0.0,-0.044755239172581174
1779682716054957769,0.02277335905384906,0.0,0.0,0.0,0.0,-0.03759906846782379
1779682716155114805,0.022454499817890834,0.0,0.0,0.0,0.0,-0.030964596249376752
1779682716254926302,0.021953404177061372,0.0,0.0,0.0,0.0,-0.02266767192858432
1779682716355665021,0.021668696957524835,0.0,0.0,0.0,0.0,-0.018365418054706595
1779682716454853688,0.021380179559829952,0.0,0.0,0.0,0.0,-0.014798265325102977
1779682716554937268,0.021084061529819193,0.0,0.0,0.0,0.0,-0.011954280906549264
1779682716655108410,0.020822092840459664,0.0,0.0,0.0,0.0,-0.010634776286439718
1779682716755189929,0.02045381580428271,0.0,0.0,0.0,0.0,-0.008977965530871046
1779682716854870362,0.020188054489515876,0.0,0.0,0.0,0.0,-0.0075229860282766126
1779682716954994908,0.019895735091828026,0.0,0.0,0.0,0.0,-0.006157282209922732
1779682717054915767,0.019455342575834745,0.0,0.0,0.0,0.0,-0.004771680296755676
1779682717154972682,0.019189580743800935,0.0,0.0,0.0,0.0,-0.0034572677461108814
1779682717255184211,0.01895419118286091,0.0,0.0,0.0,0.0,-0.0030748460685332546
1779682717354918731,0.018726397554994705,0.0,0.0,0.0,0.0,-0.0026575720510891854
1779682717455168544,0.018468232911963426,0.0,0.0,0.0,0.0,-0.002456651588662928
1779682717554854941,0.01811893238579285,0.0,0.0,0.0,0.0,-0.002619152198249375
1779682717666824319,0.0,0.0,0.0,0.0,0.0,0.0
1779682717754823931,0.024951472219722357,0.0,0.0,0.0,0.0,-0.058470079247343376
1779682717854833021,0.024879391063634394,0.0,0.0,0.0,0.0,-0.05835069651946834
1779682717955185030,0.02465177016199566,0.0,0.0,0.0,0.0,-0.05600773380578061
1779682718055060456,0.024336853928107503,0.0,0.0,0.0,0.0,-0.0497688801644407
1779682718155264951,0.02403708227815135,0.0,0.0,0.0,0.0,-0.04323990550654677
1779682718255645031,0.023604437018981718,0.0,0.0,0.0,0.0,-0.0340203718916392
1779682718354726501,0.023274199253524242,0.0,0.0,0.0,0.0,-0.028565683684681487
1779682718455229885,0.022932563143857505,0.0,0.0,0.0,0.0,-0.023567159598391285
1779682718554771297,0.02264402236367678,0.0,0.0,0.0,0.0,-0.019861184107935914
1779682718656003840,0.022150526267293993,0.0,0.0,0.0,0.0,-0.014223023840910565
1779682718755170344,0.021850599515143253,0.0,0.0,0.0,0.0,-0.011411780632148538
1779682718855101099,0.021573454893198077,0.0,0.0,0.0,0.0,-0.009353149109056158
1779682718954989913,0.021300131507843684,0.0,0.0,0.0,0.0,-0.00822631051600864
1779682719054885844,0.021022997002977085,0.0,0.0,0.0,0.0,-0.006831248318220573
1779682719154912897,0.02061297422718072,0.0,0.0,0.0,0.0,-0.005062119451497149
1779682719255236940,0.020335839924677718,0.0,0.0,0.0,0.0,-0.004182731609003065
1779682719354993372,0.01989546908307456,0.0,0.0,0.0,0.0,-0.0025572453673577966
1779682719455077451,0.019663884334045142,0.0,0.0,0.0,0.0,-0.0019511634431099711
1779682719556288110,0.019417117772404142,0.0,0.0,0.0,0.0,-0.002424058905649451
1779682719654955554,0.01915135975624686,0.0,0.0,0.0,0.0,-0.0020403142952895026
1779682719757271757,0.018900759236011467,0.0,0.0,0.0,0.0,-0.00212046125587273
1779682719855456442,0.018543876279351387,0.0,0.0,0.0,0.0,-0.00211249145939163
1779682719955165519,0.01830468849158686,0.0,0.0,0.0,0.0,-0.0020479489746209056
1779682720066138863,0.0,0.0,0.0,0.0,0.0,0.0
1779682720155160485,0.025163425440953832,0.0,0.0,0.0,0.0,-0.039214887388833386
1779682720255145213,0.02508749630889342,0.0,0.0,0.0,0.0,-0.03942940512923254
1779682720355082883,0.024871166464732617,0.0,0.0,0.0,0.0,-0.037824081048451474
1779682720455261494,0.024529563783940285,0.0,0.0,0.0,0.0,-0.03373305500843671
1779682720555051928,0.024180351179925497,0.0,0.0,0.0,0.0,-0.028317348074313964
1779682720655565398,0.023736193553762667,0.0,0.0,0.0,0.0,-0.02256702742003014
1779682720755002059,0.023428716914916718,0.0,0.0,0.0,0.0,-0.019084820833135452
1779682720855895717,0.022946570760005836,0.0,0.0,0.0,0.0,-0.01328596886639588
1779682720957297939,0.022616288973782636,0.0,0.0,0.0,0.0,-0.009696893623046599
1779682721055509918,0.022251823258599212,0.0,0.0,0.0,0.0,-0.007164555269919215
1779682721155279643,0.021948088577142335,0.0,0.0,0.0,0.0,-0.005519266172477444
1779682721255347064,0.021651955529379166,0.0,0.0,0.0,0.0,-0.004806239116117217
1779682721355443796,0.021359606830786054,0.0,0.0,0.0,0.0,-0.0035788649035959352
1779682721455176573,0.02107485051156307,0.0,0.0,0.0,0.0,-0.0025438538246623787
1779682721554742255,0.02069137047215864,0.0,0.0,0.0,0.0,-0.0013611225693640483
1779682721655106514,0.020402813751726617,0.0,0.0,0.0,0.0,-0.00087536134409405
1779682721754813229,0.019981396472807656,0.0,0.0,0.0,0.0,-0.001267783825596669
1779682721854788018,0.019708032021084114,0.0,0.0,0.0,0.0,-0.0009284619956049234
1779682721955037191,0.019453656158863363,0.0,0.0,0.0,0.0,-0.0008231258085517057
1779682722055377631,0.019195463700251044,0.0,0.0,0.0,0.0,-0.0008965063185277788
1779682722155389678,0.018937286449138353,0.0,0.0,0.0,0.0,-0.0013826379002572775
1779682722254705211,0.018587991098233534,0.0,0.0,0.0,0.0,-0.001064816609154473
1779682722354840841,0.018352604782086942,0.0,0.0,0.0,0.0,-0.0012857490670834526
1779682722455269979,0.01812101985872616,0.0,0.0,0.0,0.0,-0.0010883939243396812
