time,joint1,joint2,joint3,joint4
0.0,0.0015339808305725,-1.5477867126464844,1.2363885641098022,0.5921165943145752
0.03153111,0.0015339808305725,-1.5477867126464844,1.2363885641098022,0.5921165943145752
0.067297275,0.0015339808305725,-1.5493206977844238,1.2363885641098022,0.5921165943145752
0.16458784,0.0015339808305725,-1.5493206977844238,1.2363885641098022,0.5921165943145752
0.191714544,0.0015339808305725,-1.5477867126464844,1.2363885641098022,0.5921165943145752
0.291633264,0.0015339808305725,-1.5477867126464844,1.2363885641098022,0.5921165943145752
0.325329681,0.003067961661145,-1.5477867126464844,1.2363885641098022,0.5921165943145752
0.42026462,0.0015339808305725,-1.5493206977844238,1.2363885641098022,0.5921165943145752
0.448949304,0.0015339808305725,-1.5477867126464844,1.2363885641098022,0.5921165943145752
0.542392698,0.0015339808305725,-1.5477867126464844,1.2363885641098022,0.5921165943145752
0.587659403,0.0015339808305725,-1.5477867126464844,1.2363885641098022,0.5921165943145752
0.682074646,0.0015339808305725,-1.5493206977844238,1.2363885641098022,0.5921165943145752
0.704076833,0.0015339808305725,-1.5477867126464844,1.2363885641098022,0.5921165943145752
0.799400173,0.0015339808305725,-1.5477867126464844,1.2363885641098022,0.5921165943145752
0.834613138,0.0015339808305725,-1.5477867126464844,1.2363885641098022,0.5921165943145752
0.931753181,0.003067961661145,-1.5477867126464844,1.2363885641098022,0.5921165943145752
0.9716232,0.0015339808305725,-1.5477867126464844,1.2363885641098022,0.5921165943145752
1.062308989,0.0015339808305725,-1.5477867126464844,1.2363885641098022,0.5921165943145752
1.113540692,0.0015339808305725,-1.5493206977844238,1.2363885641098022,0.5921165943145752
1.212110653,0.0015339808305725,-1.5477867126464844,1.2363885641098022,0.5921165943145752
1.235579273,0.0015339808305725,-1.5477867126464844,1.2363885641098022,0.5921165943145752
1.332295412,0.0015339808305725,-1.5493206977844238,1.2363885641098022,0.5921165943145752
1.367776014,0.0015339808305725,-1.5477867126464844,1.2363885641098022,0.5921165943145752
1.464702939,0.0015339808305725,-1.5477867126464844,1.2363885641098022,0.5921165943145752
1.512533241,0.0015339808305725,-1.5477867126464844,1.2363885641098022,0.5921165943145752
1.606736108,0.0015339808305725,-1.5477867126464844,1.2363885641098022,0.5921165943145752
1.6350027,0.0015339808305725,-1.5493206977844238,1.2363885641098022,0.5921165943145752
1.731026725,0.0015339808305725,-1.5477867126464844,1.2363885641098022,0.5921165943145752
1.767796192,0.0015339808305725,-1.5477867126464844,1.2363885641098022,0.5921165943145752
1.861875207,0.0015339808305725,-1.5477867126464844,1.2363885641098022,0.5921165943145752
1.898411389,0.0015339808305725,-1.5477867126464844,1.2363885641098022,0.5921165943145752
1.992231671,0.0015339808305725,-1.5477867126464844,1.2363885641098022,0.5921165943145752
2.038248823,0.0015339808305725,-1.5477867126464844,1.2363885641098022,0.5921165943145752
2.133311093,0.0015339808305725,-1.5477867126464844,1.2363885641098022,0.5921165943145752
2.161396394,0.0015339808305725,-1.5477867126464844,1.2363885641098022,0.5921165943145752
2.257039366,0.0015339808305725,-1.5493206977844238,1.2363885641098022,0.5921165943145752
2.294174092,0.0015339808305725,-1.5477867126464844,1.2363885641098022,0.5921165943145752
2.390064506,0.0015339808305725,-1.5477867126464844,1.2363885641098022,0.5921165943145752
2.424946125,0.0015339808305725,-1.5477867126464844,1.2363885641098022,0.5921165943145752
2.520428301,0.0015339808305725,-1.5477867126464844,1.2363885641098022,0.5936505794525146
2.557341751,0.0015339808305725,-1.5477867126464844,1.2363885641098022,0.5921165943145752
2.651948259,0.0015339808305725,-1.5477867126464844,1.2363885641098022,0.5921165943145752
2.688051771,0.0015339808305725,-1.5493206977844238,1.2363885641098022,0.5921165943145752
2.768035191,0.0015339808305725,-1.5477867126464844,1.2363885641098022,0.5921165943145752
2.791980322,0.0015339808305725,-1.5477867126464844,1.2363885641098022,0.5921165943145752
2.850301591,0.0015339808305725,-1.5477867126464844,1.2363885641098022,0.5921165943145752
2.873753779,0.0015339808305725,-1.5477867126464844,1.2363885641098022,0.5921165943145752
