time,joint1,joint2,joint3,joint4,joint1_velocity,joint2_velocity,joint3_velocity,joint4_velocity,x,y,z,pitch
2.2800000000000002,-0.0024624173593436717,-0.9777909973956246,0.8480127886158698,0.22562077732348684,0.0004688804156248807,0.3356422437248361,-0.22233061651297686,-0.22676879974423886,0.3285070367667178,-0.0008089230649697095,-0.014951817126811198,0.09584256854373208
2.3000000000000003,-0.0024530151114640826,-0.9710605145919091,0.8435544928585371,0.22107348467593485,0.0004713395786438924,0.3374026051429734,-0.223496686180003,-0.22795814659604433,0.3292969257126505,-0.0008077719551299685,-0.014482361052486962,0.09356746294256285
2.32,-0.00244356396794552,-0.9642950304500554,0.8390730120902813,0.21650254419624176,0.0004737699795223306,0.33914237753867615,-0.22464911760530948,-0.22913358295835495,0.3300862346114527,-0.0008065884345931521,-0.014005539902311074,0.09128052583646767
2.34,-0.0024340645040307938,-0.9574949567505119,0.8345686190759364,0.2119082340941974,0.0004761716182601958,0.34086156091194475,-0.22578791078889637,-0.2302951088311708,0.33087480911091527,-0.0008053722186570153,-0.013521329454360244,0.0889818964196219
2.36,-0.002424517294962716,-0.9506607052737271,0.8300415865803369,0.20729083257959158,0.0004785444948574877,0.34256015526277894,-0.22691306573076364,-0.23144272421449183,0.3316624947755862,-0.000804123030295719,-0.013029707231986164,0.08667171388620132
2.38,-0.002414922915984098,-0.9437926878001501,0.8254921873683173,0.20265061786221433,0.00048088860931420636,0.34423816059117873,-0.2280245824309114,-0.23257642910831808,0.332449137118964,-0.0008028406003110374,-0.012530652524258161,0.08435011743038151
2.4,-0.0024052819423377512,-0.9368913161102296,0.8209206942047119,0.19798786815185548,0.0004832039616303518,0.34589557689714423,-0.22912246088933946,-0.23369622351264951,0.3332345816361674,-0.0008015246674811317,-0.012024146405728485,0.08201724624633783
2.42,-0.002395594949266488,-0.929957001984414,0.8163273798543551,0.19330286165830496,0.0004854905518059241,0.3475324041806754,-0.2302067011060479,-0.23480210742748614,0.33401867383706785,-0.0008001749787067923,-0.011510171755509757,0.07967323952824606
2.44,-0.0023858625120131184,-0.9229901572031521,0.8117125170820814,0.18859587659135263,0.00048774837984092296,0.34914864244177213,-0.23127730308103678,-0.23589408085282804,0.3348012592798722,-0.0007987912891550559,-0.010988713275654316,0.07731823647028185
2.46,-0.002376085205820455,-0.9159911935468926,0.8070763786527253,0.18386719116078848,0.0004899774457353488,0.35074429168043464,-0.23233426681430613,-0.2369721437886751,0.33558218360514475,-0.0007973733624001075,-0.010459757508824323,0.07495237626662116
2.48,-0.002366263605931308,-0.9089605227960842,0.8024192373311206,0.17911708357640221,0.0004921777494892012,0.35231935189666264,-0.23337759230585575,-0.2380362962350273,0.3363612925702528,-0.0007959209705613722,-0.009923292855243251,0.07257579811143866
2.5,-0.0023563982875884903,-0.9018985567311757,0.7977413658821024,0.17434583204798398,0.0004943492911024805,0.35387382309045645,-0.23440727955568583,-0.23908653819188477,0.337138432084224,-0.0007944338944387057,-0.009379309588917148,0.07018864119891072
2.52,-0.0023464898260348124,-0.8948057071326156,0.7930430370705047,0.1695537147853235,0.0004964920705751865,0.35540770526181575,-0.23542332856379627,-0.2401228696592474,0.3379134482430005,-0.0007929119236445932,-0.008827799873118474,0.06779104472321257
2.54,-0.002336538796513087,-0.8876823857808527,0.788324523661162,0.16474100999821076,0.0004986060879073194,0.35692099841074076,-0.23642573933018712,-0.24114529063711526,0.3386861873650764,-0.0007913548567332675,-0.008268757775120473,0.06538314787852009
2.56,-0.0023265457742661236,-0.8805290044563354,0.7835860984189086,0.1599079958964355,0.0005006913430988789,0.35841370253723137,-0.2374145118548584,-0.2421538011254883,0.33945649602750244,-0.0007897625013266528,-0.007702179280174913,0.06296508985900867
2.58,-0.0023165113345367354,-0.8733459749395129,0.778828034108579,0.1550549506897878,0.0005027478361498652,0.35988581764128774,-0.23838964613781005,-0.24314840112436653,0.3402242211022446,-0.0007881346742370548,-0.0071280623047228885,0.06053700985885391
2.6,-0.002306436052567733,-0.8661337090108335,0.7740506034950076,0.15018215258805745,0.0005047755670602782,0.3613373437229096,-0.23935114217904208,-0.24412909063374996,0.34098920979287917,-0.0007864712015864988,-0.006546406708830706,0.05809904707223157
2.62,-0.002296320503601928,-0.858892618450746,0.7692540793430288,0.14528987980103442,0.0005067745358301181,0.3627682807820973,-0.24029899997855453,-0.2450958696536386,0.3417513096716112,-0.0007847719189226427,-0.005957214307842884,0.055651340693317175
2.64,-0.002286165262882132,-0.8516231150396992,0.764438734417477,0.14037841053850858,0.0005087447424593848,0.36417862881885044,-0.2412332195363474,-0.24604873818403245,0.3425103687165964,-0.0007830366713311672,-0.0053604888832433665,0.053194029916286356
2.66,-0.002275970905651157,-0.8443256105581417,0.7596048414831865,0.1354480230102698,0.0005106861869480781,0.3655683878331694,-0.24215380085242066,-0.2469876962249315,0.3432662353495549,-0.0007812653135445749,-0.004756236192718101,0.05072725393531463
2.68,-0.0022657380071518128,-0.8370005167865219,0.7547526733049916,0.13049899542610788,0.0005125988692961984,0.3669375578250539,-0.24306074392677426,-0.2479127437763357,0.3440187584736557,-0.0007794577100473035,-0.004144463979411332,0.04825115194457763
2.7,-0.002255467142626912,-0.829648245505289,0.7498825026477269,0.12553160599581292,0.0005144827895037451,0.3682861387945041,-0.2439540487594083,-0.24882388083824514,0.34476778751165765,-0.0007776137351770815,-0.0035251819803687875,0.04576586313825082
2.72,-0.0022451588873192664,-0.8222692084948913,0.7449946022762267,0.12054613292917477,0.0005163379475707188,0.36961413074151983,-0.24483371535032275,-0.24972110741065984,0.34551317244428886,-0.0007757332732224478,-0.0028984019341605563,0.04327152671051021
2.74,-0.002234813816471687,-0.8148638175357777,0.7400892449553256,0.11554285443598322,0.0005181643434971192,0.37092153366610137,-0.24569974369951758,-0.2506044234935797,0.34625476384884635,-0.0007738162185163539,-0.002264137587678851,0.04076828185553105
2.7600000000000002,-0.0022244325053269857,-0.8074324844083969,0.7351667034498576,0.11052204872602818,0.0005199619772829465,0.37220834756824844,-0.24655213380699278,-0.25147382908700466,0.34699241293799926,-0.0007718624755257805,-0.0016224047021028325,0.038256267767488875
2.7800000000000002,-0.0022140155291279734,-0.7999756208931973,0.7302272505246572,0.10548399400909964,0.0005217308489282005,0.37347457244796123,-0.2473908856727484,-0.2523293241909349,0.34772597159877683,-0.0007698719589372915,-0.0009732210580265148,0.035735623640559544
2.8000000000000003,-0.0022035634631174614,-0.7924936387706278,0.725271158944559,0.10042896849498739,0.0005234709584328813,0.3747202083052396,-0.24821599929678442,-0.25317090880537035,0.34845529243172285,-0.0007678445937384579,-0.00031660645974424407,0.03320648866891851
2.82,-0.002193076882538262,-0.7849869498211376,0.7202987014743975,0.09535725039348153,0.0005251823057969885,0.3759452551400837,-0.24902747467910083,-0.25399858293031097,0.3491802287901988,-0.000765780315295082,0.00034741726131126433,0.03066900204674139
2.84,-0.002182556362633186,-0.7774559658251742,0.7153101508790065,0.09026911791437167,0.0005268648910205229,0.37714971295249333,-0.2498253118196976,-0.2548123465657568,0.34990063481981526,-0.0007636790694241536,0.0010188262439825577,0.028123302968204006
2.86,-0.0021720024786450447,-0.7699010985631873,0.710305779923221,0.08516484926744794,0.000528518714103484,0.3783335817424688,-0.25060951071857485,-0.25561219971170784,0.35061636549797537,-0.00076154081246248,0.0016975945956556717,0.025569530627481574
2.88,-0.0021614158058166502,-0.7623227598156251,0.7052858613718751,0.08004472266249996,0.0005301437750458717,0.37949686151000966,-0.2513800713757325,-0.25639814236816405,0.3513272766735081,-0.0007593655113309228,0.00238369439138834,0.023007824218749917
2.9,-0.002150796919390814,-0.7547213613629364,0.7002506679898031,0.0749090163093179,0.0005317400738476863,0.38063955225511636,-0.2521369937911704,-0.2571701745351255,0.3520332251063742,-0.000757153143594184,0.003077095673898953,0.020438322936184528
2.92,-0.002140146394610347,-0.7470973149855701,0.6952004725418397,0.0697580084176917,0.0005333076105089277,0.3817616539777886,-0.2528802779648888,-0.25792829621259217,0.3527340685074251,-0.0007549036975160865,0.003777766454420745,0.017861165973961313
2.94,-0.0021294648067180606,-0.7394510324639745,0.690135547792819,0.06459197719741097,0.0005348463850295957,0.38286316667802656,-0.25360992389688763,-0.25867250740056397,0.3534296655781938,-0.0007526171721102925,0.004485672714421944,0.015276492526255542
2.96,-0.0021187527309567667,-0.7317829255785985,0.6850561665075756,0.059411200858265706,0.0005363563974096905,0.3839440903558301,-0.2543259315871668,-0.259402808099041,0.35411987605069933,-0.000750293577186411,0.005200778408194653,0.012684441787242845
2.98,-0.002108010742569277,-0.7240934061098908,0.6799626014509438,0.05421595761004583,0.0005378376476492121,0.38500442501119936,-0.2550283010357264,-0.2601191983080232,0.35480456072724514,-0.0007479329333914426,0.00592304546631294,0.010085152951098797
3.0,-0.002097239416798402,-0.7163828858383,0.674855125387758,0.049006525662541406,0.0005392901357481605,0.3860441706441342,-0.25571703224256637,-0.26082167802751066,0.35548358152018933,-0.0007455352722465167,0.006652433799961433,0.007478765211999444
3.02,-0.002086439328886954,-0.708651776544275,0.6697340110828527,0.04378318322554203,0.0005407138617065357,0.38706332725463477,-0.2563921252076867,-0.26151024725750327,0.35615680149166945,-0.0007431006361788803,0.007388901306134065,0.004865417764119695
3.04,-0.0020756110540777447,-0.7009004900082643,0.6645995313010621,0.03854620850883786,0.0005421088255243376,0.388061894842701,-0.25705357993108746,-0.26218490599800115,0.3568240848932593,-0.0007406290785490951,0.00813240387370407,0.0022452498016356792
3.06,-0.0020647551676135846,-0.6931294380107165,0.6594519588072205,0.0332958797222187,0.0005434750272015664,0.38903987340833274,-0.2577013964127687,-0.2628456542490042,0.3574852972055391,-0.0007381206636734048,0.008882895390362893,-0.0003815994812772505
3.08,-0.0020538722447372855,-0.6853390323320805,0.6542915663661627,0.028032475075474378,0.0005448124667382216,0.38999726295153025,-0.25833557465273027,-0.2634924920105124,0.35814030517755785,-0.000735575466841243,0.009640327750428493,-0.0030149908904434086
3.1,-0.002042962860691659,-0.6775296847528047,0.6491186267427228,0.02275627277839473,0.0005461211441343039,0.39093406347229326,-0.2589561146509722,-0.26412541928252575,0.3587889768661677,-0.0007329935743278451,0.010404650863520526,-0.005654785231687193
3.12,-0.002032027590719517,-0.6697018070533383,0.6439334127017352,0.017467551040769885,0.0005474010593898128,0.3918502749706221,-0.2595630164074945,-0.2647444360650444,0.35943118167521004,-0.0007303750834019379,0.01117581266410047,-0.008300843310833167
3.14,-0.0020210670100636705,-0.6618558110141296,0.6387361970080345,0.0121665880723896,0.0005486522125047486,0.39274589744651645,-0.26015627992229734,-0.26534954235806824,0.3600667903945333,-0.0007277201023284823,0.01195375912187492,-0.01095302593370548
3.16,-0.0020100816939669307,-0.6539921084156273,0.6335272524264548,0.006853662083043749,0.0005498746034791111,0.3936209308999765,-0.2607359051953805,-0.26594073816159725,0.36069567523882134,-0.0007250287503664475,0.012738434253057514,-0.013611193906128721
3.18,-0.00199907221767211,-0.64611111103828,0.6283068517218307,0.0015290512825223423,0.0005510682323129004,0.39447537533100213,-0.261301892226744,-0.26651802347563147,0.3613177098862123,-0.0007223011577615948,0.01352978013248768,-0.016275208033927013
3.2,-0.0019880391564220186,-0.6382132306625365,0.6230752676589965,-0.003806966119384858,0.0005522330990061163,0.3953092307395935,-0.2618542410163879,-0.26708139830017086,0.3619327695166881,-0.0007195374657342583,0.014327736906600762,-0.018944929122924947
3.22,-0.0019769830854594692,-0.6302988790688457,0.6178327730027866,-0.009154111912887841,0.0005533692035587592,0.39612249712575043,-0.2623929515643123,-0.2676308626352155,0.3625407308502136,-0.0007167378264621112,0.015132242807246048,-0.021620217978946976
3.24,-0.001965904580027272,-0.6223684680376561,0.6125796405180354,-0.014512107888196846,0.0005544765459708287,0.3969151744894731,-0.262918023870517,-0.26816641648076533,0.36314147218460563,-0.0007139024030579037,0.015943234166347298,-0.02430093540781758
3.2600000000000002,-0.00195480421536824,-0.6144224093494164,0.6073161429695775,-0.019880675835521805,0.0005555551262423251,0.39768726283076133,-0.26342945793500216,-0.26868805983682037,0.3637348734331114,-0.0007110313695421734,0.01676064543140017,-0.026986942215360715
3.2800000000000002,-0.001943682566725183,-0.6064611147845753,0.6020425531222467,-0.02525953754507304,0.0005566049443732482,0.3984387621496153,-0.26392725375776765,-0.2691957927033806,0.3643208161616766,-0.0007081249108109192,0.017584409181800535,-0.02967809920740161
3.3000000000000003,-0.0019325402093409137,-0.5984849961235813,0.5967591437408781,-0.03064841480706046,0.000557626000363598,0.3991696724460348,-0.26441141133881363,-0.26968961508044603,0.36489918362588303,-0.0007051832225982459,0.018414456145998306,-0.032374267189763634
3.3200000000000003,-0.0019213777184582431,-0.5904944651468835,0.5914661875903058,-0.036047029411694215,0.0005586182942133747,0.3998799937200201,-0.2648819306781399,-0.27016952696801666,0.3654698608075352,-0.0007022065114339787,0.01925071521946744,-0.03507530696827196
3.34,-0.0019101956693199826,-0.5824899336349302,0.5861639574353641,-0.041455103149184463,0.0005595818259225779,0.4005697259715708,-0.26533881177574664,-0.27063552836609245,0.3660327344508782,-0.0006991949945962604,0.020093113483487985,-0.03778107934875055
3.36,-0.0018989946371689441,-0.5744718133681703,0.5808527260408876,-0.04687235780974111,0.0005605165954912082,0.4012388692006874,-0.26578205463163374,-0.2710876192746735,0.36658769309842454,-0.0006961489000591376,0.020941576224728947,-0.04049144513702388
3.38,-0.0018877751972479384,-0.5664405161270525,0.5755327661717103,-0.052298515183574645,0.0005614226029192651,0.4018874234073695,-0.2662116592458013,-0.2715257996937597,0.36713462712637307,-0.0006930684664351542,0.021796026955626012,-0.04320626513891679
3.4,-0.0018765379247997773,-0.5583964536920252,0.5702043505926668,-0.05773329706089497,0.0005622998482067488,0.40251538859161734,-0.2666276256182492,-0.2719500696233511,0.36767342877959863,-0.0006899539429129693,0.022656387435544236,-0.045925400160253316
3.42,-0.0018652833950672722,-0.5503400378435372,0.5648677520685917,-0.06317642523191208,0.0005631483313536591,0.40312276475343073,-0.26702995374897753,-0.2723604290634477,0.3682039922061952,-0.0006868055891900208,0.023522577692716255,-0.04864871100685758
3.44,-0.0018540121832932347,-0.5422716803620375,0.5595232433643192,-0.06862762148683621,0.0005639680523599965,0.4037095518928099,-0.2674186436379862,-0.2727568780140496,0.368726213491552,-0.0006836236754002594,0.024394516046946303,-0.05137605848455451
3.46,-0.0018427248647204758,-0.5341917930279743,0.5541710972446836,-0.07408660761587749,0.0005647590112257603,0.4042757500097545,-0.2677936952852753,-0.27313941647515655,0.3692399906919456,-0.0006804084820369816,0.025272119133070675,-0.05410730339916814
3.48,-0.0018314220145918079,-0.5261007876217968,0.5488115864745196,-0.07955310540924598,0.0005655212079509512,0.404821359104265,-0.2681551086908448,-0.27350804444676874,0.36974522386762826,-0.0006771602998707961,0.026155301925161918,-0.056842306556523226
3.5,-0.0018201042081500418,-0.5179990759239532,0.5434449838186615,-0.08502683665715158,0.0005662546425355686,0.4053463791763409,-0.2685028838546947,-0.27386276192888614,0.3702418151153952,-0.0006738794298627534,0.027043977761468142,-0.059580928762443336
3.52,-0.0018087720206379893,-0.5098870697148927,0.5380715620419433,-0.09050752314980465,0.0005669593149796128,0.4058508102259827,-0.2688370207768249,-0.27420356892150877,0.3707296686006119,-0.0006705661830726823,0.02793805837007253,-0.06232303082275409
3.54,-0.0017974260272984612,-0.5017651807750634,0.5326915939091998,-0.09599488667741535,0.0005676352252830839,0.4063346522531899,-0.2691575194572356,-0.27453046542463655,0.37120869058868533,-0.0006672208805627737,0.02883745389526523,-0.06506847354327888
3.56,-0.0017860668033742695,-0.4936338208849147,0.5273053521852653,-0.1014886490301935,0.0005682823734459816,0.40679790525796294,-0.26946437989592675,-0.2748434514382696,0.3716787894759602,-0.0006638438532964559,0.029742072924610008,-0.06781711772984289
3.58,-0.0017746949241082255,-0.4854934018248947,0.5219131096349743,-0.10698853199834946,0.0005689007594683063,0.4072405692403015,-0.26975760209289823,-0.2751425269624079,0.3721398758200242,-0.0006604354420326117,0.03065182251669786,-0.07056882418826987
3.6,-0.001763310964743141,-0.477344335375452,0.5165151390231608,-0.11249425737209318,0.0005694903833500575,0.40766264420020576,-0.2700371860481501,-0.2754276919970513,0.3725918623694052,-0.0006569959972151894,0.031566608229569644,-0.07332345372438437
3.62,-0.0017519155005218273,-0.4691870333170361,0.5111117131146597,-0.11800554694163484,0.0005700512450912357,0.4080641301376757,-0.2703031317616823,-0.2756989465421999,0.3730346640926436,-0.0006535258788582602,0.03248633414979692,-0.07608086714401119
3.64,-0.0017405091066870955,-0.4610219074300947,0.505703104674305,-0.12352212249718464,0.0005705833446918405,0.40844502705271124,-0.270555439233495,-0.27595629059785365,0.373468198206724,-0.000650025456426585,0.033410902922206276,-0.07884092525297431
3.66,-0.0017290923584817573,-0.4528493694950769,0.5002895864669312,-0.12904370582895253,0.000571086682151872,0.40880533494531235,-0.2707941084635881,-0.27619972416401267,0.37389238420485094,-0.0006464951087117496,0.034340215780230644,-0.08160348885709823
3.68,-0.0017176658311486245,-0.4446698312924317,0.49487143125737293,-0.13457001872714847,0.0005715612574713305,0.4091450538154793,-0.27101913945196154,-0.2764292472406769,0.3743071438835527,-0.0006429352237039327,0.035274172576875165,-0.08436841876220724
3.7,-0.0017062300999305079,-0.4364837046026074,0.48944891181046424,-0.14010078298198286,0.0005720070706502155,0.4094641836632117,-0.27123053219861537,-0.2766448598278463,0.37471240136909795,-0.0006393461984593762,0.03621267181628054,-0.087135575774126
3.72,-0.0016947857400702196,-0.4282914012060527,0.4840223008910398,-0.14563572038366573,0.0005724241216885276,0.40976272448850987,-0.2714282867035497,-0.27684656192552093,0.37510808314321115,-0.000635728438963629,0.03715561068586855,-0.08990482069867861
3.74,-0.0016833333268105708,-0.4200933328832165,0.4785918712639338,-0.1511745527224071,0.0005728124105862662,0.4100406762913736,-0.27161240296676425,-0.2770343535337007,0.3754941180680724,-0.0006320823599906372,0.0381028850890534,-0.09267601434168976
3.7600000000000002,-0.0016718734353943726,-0.4118899114145473,0.47315789569398065,-0.1567170017884172,0.0005731719373434317,0.41029803907180307,-0.2717828809882593,-0.2772082346523857,0.3758704374105878,-0.0006284083849577587,0.03905438967850305,-0.09544901750898382
3.7800000000000002,-0.0016604066410644373,-0.403681548580494,0.4677206469460149,-0.1622627893719058,0.0005735027019600239,0.4105348128297981,-0.27193972076803474,-0.2773682052815759,0.376236974865916,-0.0006247069457767821,0.04001001788993269,-0.0982236910063849
3.8000000000000003,-0.0016489335190635755,-0.3954686561615051,0.4622803977848708,-0.16781163726308346,0.0005738047044360427,0.4107509975653589,-0.27208292230609055,-0.27751426542127133,0.3765936665802398,-0.0006209784827010321,0.04096966197641373,-0.10099989563971778
3.8200000000000003,-0.0016374546446345996,-0.3872516459380293,0.45683742097538277,-0.1733632672521601,0.0005740779447714887,0.4109465932784852,-0.27221248560242683,-0.2776464150714719,0.37694045117276825,-0.0006172234441686495,0.04193321304318094,-0.10377749221480664
3.84,-0.00162597059302032,-0.3790309296905152,0.45139198928238516,-0.17891740112934568,0.0005743224229663611,0.4111215999691772,-0.27232841065704344,-0.2777646542321778,0.37727726975695847,-0.0006134422866421294,0.04290056108291936,-0.10655634153747573
3.86,-0.0016144819394635487,-0.37080691919941167,0.44594437547071253,-0.18447376068485044,0.0005745381390206603,0.41127601763743477,-0.2724306974699405,-0.2778689829033888,0.37760406596094453,-0.0006096354744442144,0.043871595011513206,-0.10933630441354958
3.88,-0.0016029892592070972,-0.3625800262451675,0.4404948523051991,-0.1900320677088846,0.0005747250929343862,0.41140984628325816,-0.2725193460411179,-0.277959401085105,0.3779207859471629,-0.0006058034795902331,0.04484620270423825,-0.112117241648853
3.9,-0.0015914931274937775,-0.354350662608231,0.4350436925506794,-0.19559204399165814,0.0005748832847075392,0.41152308590664705,-0.2725943563705757,-0.27803590877732637,0.3782273784311632,-0.0006019467816169808,0.04582427103237944,-0.11489901404920977
3.92,-0.0015799941195664,-0.34611924006905115,0.4295911689719876,-0.20115341132338105,0.0005750127143401187,0.4116157365076017,-0.27265572845831404,-0.278098505980053,0.3785237946995939,-0.0005980658674082397,0.046805685900253226,-0.11768148242044457
3.94,-0.0015684928106677763,-0.33788617040807645,0.424137554333958,-0.20671589149426367,0.0005751133818321251,0.4116877980861219,-0.27270346230433257,-0.27814719269328475,0.3788099886273536,-0.0005941612310170447,0.04779033228261745,-0.12046450756838212
3.96,-0.0015569897760407184,-0.32965186540575586,0.4186831214014256,-0.2122792062945157,0.000575185287183558,0.41173927064220783,-0.2727375579086316,-0.2781819689170218,0.37908591669389813,-0.0005902333734847913,0.04877809426244806,-0.12324795029884594
3.98,-0.0015454855909280375,-0.3214167368425377,0.4132281429392243,-0.2178430775143479,0.000575228430394418,0.41177015417585927,-0.27275801527121096,-0.27820283465126394,0.3793515379986945,-0.000586282802657296,0.04976885506906249,-0.1260316714176613
4.0,-0.0015339808305725455,-0.313181196498871,0.40777289171218867,-0.22340722694396975,0.0005752428114647046,0.41178044868707653,-0.2727648343920708,-0.27820978989601136,0.3796068142758138,-0.0005823100329979164,0.05076249711657138,-0.12881553173065208
4.0200000000000005,-0.0015224760702170533,-0.3049456561552041,0.4023176404851529,-0.22897137637359183,0.000575228430394418,0.4117701541758593,-0.272758015271211,-0.278202834651264,0.3798517099076549,-0.0005783155853978377,0.05175890204263703,-0.13159939204364302
4.04,-0.0015109718851043729,-0.29671052759198624,0.3968626620229516,-0.2345352475934237,0.0005751852871835582,0.41173927064220783,-0.2727375579086315,-0.27818196891702174,0.3800861919377919,-0.0005742999869836434,0.05275795074751863,-0.13438311316245832
4.0600000000000005,-0.0014994688504773148,-0.28847622258966554,0.39140822909041906,-0.24009856239367594,0.0005751133818321251,0.41168779808612194,-0.27270346230433257,-0.2781471926932848,0.38031023008293785,-0.0005702637709222764,0.05375952343338466,-0.13716655589292243
4.08,-0.0014879675415786918,-0.28024315292869084,0.38595461445239,-0.24566104256455829,0.0005750127143401188,0.4116157365076017,-0.27265572845831393,-0.278098505980053,0.38052379674401865,-0.0005662074762235133,0.0547634996438701,-0.13994958104085914
4.1,-0.001476468533651314,-0.272011730389511,0.38050209087369813,-0.2512224098962814,0.0005748832847075392,0.4115230859066471,-0.2725943563705757,-0.27803590877732637,0.3807268670163527,-0.0005621316475400626,0.05576975830385861,-0.14273204941209428
4.12,-0.0014649724019379939,-0.2637823667525747,0.3750509311191784,-0.25678238617905474,0.0005747250929343865,0.4114098462832582,-0.272519346041118,-0.277959401085105,0.38091941869892876,-0.000558036834965412,0.056778177759469944,-0.14551382181245104
4.14,-0.0014534797216815424,-0.2555554737983303,0.36960140795366475,-0.26234069320308884,0.0005745381390206602,0.4112760176374349,-0.2724306974699404,-0.2778689829033888,0.38110143230277865,-0.0005539235938295391,0.05778863581822842,-0.1482947590477544
4.16,-0.0014419910681247711,-0.24733146330722655,0.364153794141992,-0.26789705275859377,0.000574322422966361,0.4111215999691772,-0.27232841065704344,-0.2777646542321777,0.381272891058441,-0.0005497924844926128,0.05880100978939436,-0.15107472192382831
4.18,-0.001430507016510492,-0.2391107470597129,0.3587083624489947,-0.2734511866357793,0.0005740779447714886,0.41094659327848526,-0.2722124856024269,-0.277646415071472,0.3814337809225111,-0.0005456440721368034,0.05981517652443469,-0.1538535712464975
4.2,-0.0014190281420815155,-0.23089373683623693,0.3532653856395066,-0.27900281662485593,0.0005738047044360428,0.4107509975653589,-0.2720829223060906,-0.27751426542127133,0.38158409058327525,-0.0005414789265563304,0.06083101245761423,-0.15663116782158626
4.22,-0.0014075550200806537,-0.222680844417248,0.3478251364783623,-0.2845516645160337,0.0005735027019600238,0.41053481282979815,-0.27193972076803474,-0.2773682052815759,0.3817238114654246,-0.00053729762194587,0.0618483936466824,-0.15940737245491943
4.24,-0.0013960882257507182,-0.2144724815831942,0.34238788773039647,-0.29009745209952265,0.0005731719373434316,0.410298039071803,-0.27178288098825926,-0.27720823465238564,0.38185293773385076,-0.0005331007366874516,0.06286719581363803,-0.16218204595232039
4.26,-0.0013846283343345207,-0.20626906011452562,0.33695391216044374,-0.2956399011655322,0.0005728124105862663,0.4100406762913737,-0.2716124029667643,-0.27703435353370076,0.3819714662965163,-0.000528888853135968,0.0638872943855465,-0.16495504911961406
4.28,-0.0013731759210748717,-0.19807099179168908,0.33152348253333747,-0.3011787335042738,0.0005724241216885276,0.40976272448850987,-0.2714282867035497,-0.276846561925521,0.3820793968064036,-0.0005246625574034301,0.06490856453539215,-0.16772624276262543
4.3,-0.0013617315612145832,-0.18987868839513455,0.3260968716139131,-0.3067136709059565,0.0005720070706502156,0.40946418366321174,-0.27123053219861537,-0.2766448598278463,0.38217673166253974,-0.0005204224391420947,0.06593088122294,-0.17049548768717798
4.32,-0.0013502958299964666,-0.18169256170531023,0.3206743521670043,-0.312244435160791,0.0005715612574713305,0.4091450538154793,-0.27101913945196154,-0.27642924724067697,0.3822634760100968,-0.0005161690913265927,0.06695411923558842,-0.1732626446990969
4.34,-0.0013388693026633335,-0.17351302350266484,0.3152561969574459,-0.3177707480589871,0.0005710866821518722,0.4088053349453124,-0.2707941084635881,-0.27619972416401267,0.3823396377395712,-0.0005119031100351927,0.06797815322918982,-0.17602757460420604
4.36,-0.0013274525544579954,-0.16534048556764702,0.30984267875007226,-0.32329233139075503,0.0005705833446918405,0.4084450270527112,-0.270555439233495,-0.2759562905978537,0.38240522748503897,-0.0005076250942303248,0.06900285776881773,-0.17879013820832979
4.38,-0.001316046160623264,-0.15717535968070606,0.30443407030971764,-0.3288089069463046,0.0005700512450912355,0.4080641301376757,-0.27030313176168236,-0.27569894654219984,0.3824602586214935,-0.0005033356455385012,0.07002810736945926,-0.18155019631729302
4.4,-0.0013046506964019499,-0.1490180576222898,0.2990306444012164,-0.33432019651584644,0.0005694903833500574,0.40766264420020576,-0.27003718604815,-0.27542769199705125,0.3825047472612637,-0.0004990353680297606,0.0710537765366121,-0.18430760973691984
4.42,-0.001293266737036865,-0.14086899117284724,0.29363267378940305,-0.33982592188958993,0.0005689007594683061,0.4072405692403015,-0.2697576020928982,-0.2751425269624078,0.3825387122495189,-0.0004947248679967715,0.07207973980676288,-0.18706223927303411
4.44,-0.0012818948577708212,-0.13272857211282718,0.28824043123911186,-0.345325804857746,0.0005682823734459815,0.4067979052579629,-0.26946437989592675,-0.27484345143826966,0.38256217515886104,-0.000490404753733721,0.07310587178772718,-0.18981394573146132
4.46,-0.0012705356338466299,-0.12459721222267861,0.2828541895151775,-0.3508195672105242,0.0005676352252830838,0.40633465225319,-0.2691575194572356,-0.27453046542463655,0.3825751602830104,-0.0004860756353151263,0.07413204719883038,-0.19256258991802533
4.48,-0.001259189640507102,-0.11647532328284937,0.27747422138243394,-0.3563069307381348,0.0005669593149796128,0.4058508102259827,-0.268837020776825,-0.2742035689215088,0.3825776946295877,-0.00048173812437469403,0.07515814091090693,-0.19530803263855023
4.5,-0.0012478574529950492,-0.10836331707378866,0.272100799605716,-0.3617876172307879,0.0005662546425355686,0.405346379176341,-0.2685028838546946,-0.27386276192888614,0.3825698079119975,-0.00047739283388436384,0.07618402798609752,-0.19805013469886057
4.5200000000000005,-0.0012365396465532827,-0.10026160537594486,0.26673419694985756,-0.36726134847869385,0.000565521207950951,0.40482135910426487,-0.26815510869084475,-0.27350804444676874,0.38255153254042,-0.0004730403779336621,0.07720958371742438,-0.20078875690478115
4.54,-0.0012252367964246153,-0.09217059996976762,0.26137468617969384,-0.3727278462720618,0.0005647590112257604,0.4042757500097546,-0.26779369528527536,-0.27313941647515655,0.3825229036119148,-0.0004686813715094997,0.07823468366812315,-0.20352376006213557
