time,x,y,z,pitch
0.0,0.31708246245535704,0.0,0.18701059143449833,-0.4310486316680908
0.055729458,0.3170820893925047,-0.0004863982283601392,0.18701059143449833,-0.4310486316680908
0.104483396,0.3170820893925047,-0.0004863982283601392,0.18701059143449833,-0.4310486316680908
0.128337786,0.3172401971454689,0.0,0.18688807702148352,-0.4310486316680908
0.182018744,0.3170820893925047,-0.0004863982283601392,0.18701059143449833,-0.4310486316680908
0.210152372,0.3171008631856108,0.0,0.1873746119963557,-0.42951464653015137
0.267312371,0.3170820893925047,-0.0004863982283601392,0.18701059143449833,-0.4310486316680908
0.306961601,0.3172398238970341,-0.00048664019025619376,0.18688807702148352,-0.4310486316680908
0.367504072,0.31722086480882333,-0.0004866111073555017,0.186524085114352,-0.4325826168060303
0.391298931,0.3171008631856108,0.0,0.1873746119963557,-0.42951464653015137
0.449677893,0.3170820893925047,-0.0004863982283601392,0.18701059143449833,-0.4310486316680908
0.486715361,0.31710049010110913,-0.0004864264547165471,0.1873746119963557,-0.42951464653015137
0.582818774,0.31710049010110913,-0.0004864264547165471,0.1873746119963557,-0.42951464653015137
0.615672682,0.31708246245535704,0.0,0.18701059143449833,-0.4310486316680908
0.706002921,0.31710049010110913,-0.0004864264547165471,0.1873746119963557,-0.42951464653015137
0.734300986,0.31708246245535704,0.0,0.18701059143449833,-0.4310486316680908
0.826075061,0.31708246245535704,0.0,0.18701059143449833,-0.4310486316680908
0.861629406,0.31708246245535704,0.0,0.18701059143449833,-0.4310486316680908
0.961375233,0.31710049010110913,-0.0004864264547165471,0.1873746119963557,-0.42951464653015137
0.998083603,0.31722086480882333,-0.0004866111073555017,0.186524085114352,-0.4325826168060303
1.093099703,0.31722123803495184,0.0,0.186524085114352,-0.4325826168060303
1.129183548,0.31708246245535704,0.0,0.18701059143449833,-0.4310486316680908
1.222232087,0.3170820893925047,-0.0004863982283601392,0.18701059143449833,-0.4310486316680908
1.258633253,0.3170820893925047,-0.0004863982283601392,0.18701059143449833,-0.4310486316680908
1.350150955,0.31708246245535704,0.0,0.18701059143449833,-0.4310486316680908
1.386896985,0.31710049010110913,-0.0004864264547165471,0.1873746119963557,-0.42951464653015137
1.479612514,0.3170820893925047,-0.0004863982283601392,0.18701059143449833,-0.4310486316680908
