time,joint1,joint2,joint3,joint4
0.0,0.0,0.9111846089363098,-0.552233099937439,-0.7900001406669617
0.055729458,-0.0015339808305725,0.9111846089363098,-0.552233099937439,-0.7900001406669617
0.104483396,-0.0015339808305725,0.9111846089363098,-0.552233099937439,-0.7900001406669617
0.128337786,0.0,0.9096506237983704,-0.5506991147994995,-0.7900001406669617
0.182018744,-0.0015339808305725,0.9111846089363098,-0.552233099937439,-0.7900001406669617
0.210152372,0.0,0.9111846089363098,-0.5506991147994995,-0.7900001406669617
0.267312371,-0.0015339808305725,0.9111846089363098,-0.552233099937439,-0.7900001406669617
0.306961601,-0.0015339808305725,0.9096506237983704,-0.5506991147994995,-0.7900001406669617
0.367504072,-0.0015339808305725,0.9096506237983704,-0.552233099937439,-0.7900001406669617
0.391298931,0.0,0.9111846089363098,-0.5506991147994995,-0.7900001406669617
0.449677893,-0.0015339808305725,0.9111846089363098,-0.552233099937439,-0.7900001406669617
0.486715361,-0.0015339808305725,0.9111846089363098,-0.5506991147994995,-0.7900001406669617
0.582818774,-0.0015339808305725,0.9111846089363098,-0.5506991147994995,-0.7900001406669617
0.615672682,0.0,0.9111846089363098,-0.552233099937439,-0.7900001406669617
0.706002921,-0.0015339808305725,0.9111846089363098,-0.5506991147994995,-0.7900001406669617
0.734300986,0.0,0.9111846089363098,-0.552233099937439,-0.7900001406669617
0.826075061,0.0,0.9111846089363098,-0.552233099937439,-0.7900001406669617
0.861629406,0.0,0.9111846089363098,-0.552233099937439,-0.7900001406669617
0.961375233,-0.0015339808305725,0.9111846089363098,-0.5506991147994995,-0.7900001406669617
0.998083603,-0.0015339808305725,0.9096506237983704,-0.552233099937439,-0.7900001406669617
1.093099703,0.0,0.9096506237983704,-0.552233099937439,-0.7900001406669617
1.129183548,0.0,0.9111846089363098,-0.552233099937439,-0.7900001406669617
1.222232087,-0.0015339808305725,0.9111846089363098,-0.552233099937439,-0.7900001406669617
1.258633253,-0.0015339808305725,0.9111846089363098,-0.552233099937439,-0.7900001406669617
1.350150955,0.0,0.9111846089363098,-0.552233099937439,-0.7900001406669617
1.386896985,-0.0015339808305725,0.9111846089363098,-0.5506991147994995,-0.7900001406669617
1.479612514,-0.0015339808305725,0.9111846089363098,-0.552233099937439,-0.7900001406669617
1.523631664,-0.0015339808305725,0.9096506237983704,-0.552233099937439,-0.7900001406669617
1.616644602,-0.0015339808305725,0.9096506237983704,-0.552233099937439,-0.7900001406669617
1.642887999,0.0,0.9096506237983704,-0.552233099937439,-0.7900001406669617
1.734308423,0.0,0.9096506237983704,-0.552233099937439,-0.7900001406669617
1.770191818,0.0,0.9111846089363098,-0.552233099937439,-0.7900001406669617
1.862938652,-0.0015339808305725,0.9111846089363098,-0.552233099937439,-0.7900001406669617
1.898930419,-0.0015339808305725,0.9111846089363098,-0.552233099937439,-0.7900001406669617
1.99739118,0.0,0.9096506237983704,-0.552233099937439,-0.7900001406669617
2.031937369,-0.0015339808305725,0.9111846089363098,-0.5506991147994995,-0.7900001406669617
