%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1779692046996454644,0,1779692046996084413,map,1.4596986770629883,4.436489105224609,0.0,0.0,0.0,0.910144077287168,0.4142918760717976
