%time,field.header.seq,field.header.stamp,field.header.frame_id,field.cell_width,field.cell_height,field.cells0.x,field.cells0.y,field.cells0.z,field.cells1.x,field.cells1.y,field.cells1.z,field.cells2.x,field.cells2.y,field.cells2.z,field.cells3.x,field.cells3.y,field.cells3.z,field.cells4.x,field.cells4.y,field.cells4.z,field.cells5.x,field.cells5.y,field.cells5.z,field.cells6.x,field.cells6.y,field.cells6.z,field.cells7.x,field.cells7.y,field.cells7.z,field.cells8.x,field.cells8.y,field.cells8.z,field.cells9.x,field.cells9.y,field.cells9.z,field.cells10.x,field.cells10.y,field.cells10.z,field.cells11.x,field.cells11.y,field.cells11.z,field.cells12.x,field.cells12.y,field.cells12.z,field.cells13.x,field.cells13.y,field.cells13.z,field.cells14.x,field.cells14.y,field.cells14.z,field.cells15.x,field.cells15.y,field.cells15.z,field.cells16.x,field.cells16.y,field.cells16.z,field.cells17.x,field.cells17.y,field.cells17.z,field.cells18.x,field.cells18.y,field.cells18.z,field.cells19.x,field.cells19.y,field.cells19.z,field.cells20.x,field.cells20.y,field.cells20.z,field.cells21.x,field.cells21.y,field.cells21.z,field.cells22.x,field.cells22.y,field.cells22.z,field.cells23.x,field.cells23.y,field.cells23.z,field.cells24.x,field.cells24.y,field.cells24.z,field.cells25.x,field.cells25.y,field.cells25.z,field.cells26.x,field.cells26.y,field.cells26.z,field.cells27.x,field.cells27.y,field.cells27.z,field.cells28.x,field.cells28.y,field.cells28.z,field.cells29.x,field.cells29.y,field.cells29.z,field.cells30.x,field.cells30.y,field.cells30.z,field.cells31.x,field.cells31.y,field.cells31.z,field.cells32.x,field.cells32.y,field.cells32.z,field.cells33.x,field.cells33.y,field.cells33.z,field.cells34.x,field.cells34.y,field.cells34.z,field.cells35.x,field.cells35.y,field.cells35.z,field.cells36.x,field.cells36.y,field.cells36.z,field.cells37.x,field.cells37.y,field.cells37.z,field.cells38.x,field.cells38.y,field.cells38.z,field.cells39.x,field.cells39.y,field.cells39.z,field.cells40.x,field.cells40.y,field.cells40.z,field.cells41.x,field.cells41.y,field.cells41.z,field.cells42.x,field.cells42.y,field.cells42.z,field.cells43.x,field.cells43.y,field.cells43.z,field.cells44.x,field.cells44.y,field.cells44.z,field.cells45.x,field.cells45.y,field.cells45.z,field.cells46.x,field.cells46.y,field.cells46.z,field.cells47.x,field.cells47.y,field.cells47.z,field.cells48.x,field.cells48.y,field.cells48.z,field.cells49.x,field.cells49.y,field.cells49.z,field.cells50.x,field.cells50.y,field.cells50.z,field.cells51.x,field.cells51.y,field.cells51.z,field.cells52.x,field.cells52.y,field.cells52.z,field.cells53.x,field.cells53.y,field.cells53.z,field.cells54.x,field.cells54.y,field.cells54.z,field.cells55.x,field.cells55.y,field.cells55.z,field.cells56.x,field.cells56.y,field.cells56.z,field.cells57.x,field.cells57.y,field.cells57.z,field.cells58.x,field.cells58.y,field.cells58.z,field.cells59.x,field.cells59.y,field.cells59.z
1779692047078927639,1,1779692047078285932,map,0.05000000074505806,0.05000000074505806,0.9750001635402441,1.9750001784414053,0.0,0.9750001635402441,2.0250001791864634,0.0,0.9750001635402441,2.0750001799315214,0.0,0.9750001635402441,2.1250001806765795,0.0,0.9750001635402441,2.1750001814216375,0.0,0.9750001635402441,2.2250001821666956,0.0,0.9750001635402441,2.2750001829117537,0.0,0.9750001635402441,2.3250001836568117,0.0,0.9750001635402441,2.3750001844018698,0.0,0.9750001635402441,2.425000185146928,0.0,0.9750001635402441,2.475000185891986,0.0,0.9750001635402441,2.525000186637044,0.0,0.9750001635402441,2.575000187382102,0.0,0.9750001635402441,2.62500018812716,0.0,0.9750001635402441,2.675000188872218,0.0,0.9750001635402441,2.725000189617276,0.0,0.9750001635402441,2.7750001903623343,0.0,0.9750001635402441,2.8250001911073923,0.0,1.0250001642853022,2.8250001911073923,0.0,1.0750001650303602,2.8250001911073923,0.0,1.0750001650303602,2.8750001918524504,0.0,1.0750001650303602,2.9250001925975084,0.0,1.1250001657754183,2.9250001925975084,0.0,1.1250001657754183,2.9750001933425665,0.0,1.1750001665204763,2.9750001933425665,0.0,1.1750001665204763,3.0250001940876245,0.0,1.1750001665204763,3.0750001948326826,0.0,1.2250001672655344,3.0750001948326826,0.0,1.2250001672655344,3.1250001955777407,0.0,1.2250001672655344,3.1750001963227987,0.0,1.2250001672655344,3.225000197067857,0.0,1.2250001672655344,3.275000197812915,0.0,1.2250001672655344,3.325000198557973,0.0,1.2250001672655344,3.375000199303031,0.0,1.2250001672655344,3.425000200048089,0.0,1.2250001672655344,3.475000200793147,0.0,1.2250001672655344,3.525000201538205,0.0,1.2250001672655344,3.575000202283263,0.0,1.2250001672655344,3.6250002030283213,0.0,1.2250001672655344,3.6750002037733793,0.0,1.2250001672655344,3.7250002045184374,0.0,1.2250001672655344,3.7750002052634954,0.0,1.2250001672655344,3.8250002060085535,0.0,1.2250001672655344,3.8750002067536116,0.0,1.2250001672655344,3.9250002074986696,0.0,1.2250001672655344,3.9750002082437277,0.0,1.2250001672655344,4.025000208988786,0.0,1.2750001680105925,4.025000208988786,0.0,1.2750001680105925,4.075000209733844,0.0,1.2750001680105925,4.125000210478902,0.0,1.3250001687556505,4.125000210478902,0.0,1.3250001687556505,4.17500021122396,0.0,1.3250001687556505,4.225000211969018,0.0,1.3250001687556505,4.275000212714076,0.0,1.3250001687556505,4.325000213459134,0.0,1.3250001687556505,4.375000214204192,0.0,1.3250001687556505,4.42500021494925,0.0,1.3750001695007086,4.42500021494925,0.0,1.4250001702457666,4.42500021494925,0.0,1.4750001709908247,4.42500021494925,0.0
