%time,field.header.seq,field.header.stamp,field.header.frame_id,field.poses0.header.seq,field.poses0.header.stamp,field.poses0.header.frame_id,field.poses0.pose.position.x,field.poses0.pose.position.y,field.poses0.pose.position.z,field.poses0.pose.orientation.x,field.poses0.pose.orientation.y,field.poses0.pose.orientation.z,field.poses0.pose.orientation.w,field.poses1.header.seq,field.poses1.header.stamp,field.poses1.header.frame_id,field.poses1.pose.position.x,field.poses1.pose.position.y,field.poses1.pose.position.z,field.poses1.pose.orientation.x,field.poses1.pose.orientation.y,field.poses1.pose.orientation.z,field.poses1.pose.orientation.w
1779691684720813348,1,1779691684720080375,map,0,1779691684720080375,map,1.0250001642853022,1.9750001784414053,0.0,0.0,0.0,0.0,1.0,0,1779691684720080375,map,1.5250001717358828,4.42500021494925,0.0,0.0,0.0,0.0,1.0
