%time,field.header.seq,field.header.stamp,field.header.frame_id
1779682949978349719,10,1779682894194464206,map
1779682961918196067,11,1779682961917558431,map,0,1779682961917558431,map,1.2250001672655344,1.775000175461173,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,1.8250001762062311,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,1.8750001769512892,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,1.9250001776963472,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,1.9750001784414053,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,2.0250001791864634,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,2.0750001799315214,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,2.1250001806765795,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,2.1750001814216375,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,2.2250001821666956,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,2.2750001829117537,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,2.3250001836568117,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,2.3750001844018698,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,2.425000185146928,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,2.475000185891986,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,2.525000186637044,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,2.575000187382102,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,2.62500018812716,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,2.675000188872218,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,2.725000189617276,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,2.7750001903623343,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,2.8250001911073923,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,2.8750001918524504,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,2.9250001925975084,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,2.9750001933425665,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,3.0250001940876245,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,3.0750001948326826,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,3.1250001955777407,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,3.1750001963227987,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,3.225000197067857,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,3.275000197812915,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,3.325000198557973,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,3.375000199303031,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,3.425000200048089,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,3.475000200793147,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,3.525000201538205,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,3.575000202283263,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,3.6250002030283213,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,3.6750002037733793,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,3.7250002045184374,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,3.7750002052634954,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,3.8250002060085535,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,3.8750002067536116,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,3.9250002074986696,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,3.9750002082437277,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,4.025000208988786,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,4.075000209733844,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,4.125000210478902,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,4.17500021122396,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,4.225000211969018,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,4.275000212714076,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,4.325000213459134,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,4.375000214204192,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2250001672655344,4.42500021494925,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.2750001680105925,4.42500021494925,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.3250001687556505,4.42500021494925,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.3750001695007086,4.42500021494925,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.4250001702457666,4.42500021494925,0.0,0.0,0.0,0.0,1.0,0,1779682961917558431,map,1.4750001709908247,4.42500021494925,0.0,0.0,0.0,0.0,1.0
